Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Pyaar Ke Rahi,1982,137.0,Romance,6.0,25.0,Atma Ram,Kanwaljit Singh,Padmini Kapila,Suresh Chatwal
Pyaar Ke Side Effects,2006,132.0,"Comedy, Drama, Romance",6.7,3.0,Saket Chaudhary,Rahul Bose,Mallika Sherawat,Ranvir Shorey
Pyaar Ki Dastan,1961,131.0,"Drama, Romance",6.0,25.0,P.L. Santoshi,Ameeta,Mohan Choti,Helen
Pyaar Ki Jeet,1948,131.0,"Drama, Romance",6.0,25.0,O.P. Dutta,Gope,Manmohan,Raj Mehra
Pyaar Ki Maar,1935,131.0,Drama,6.0,25.0,Anand Prasad Kapoor,Gohar,Rekha,Pran
Pyaar Ki Manzil,1950,131.0,Drama,6.0,25.0,Keki Mistry,Rehman,Rekha,Pran
Pyaar Ki Miss Call,2009,131.0,Drama,6.0,25.0,Razul Alam,Gaurav Prateek,Dalip Tahil,Mushtaq Khan
Pyaar Ki Raat,1949,131.0,Drama,6.0,25.0,A.R. Zamindar,Master Bhagwan,Baburao Pahelwan,Leela Gupte
Pyaar Kiya Nahin Jaata..,2003,77.0,"Drama, Romance",6.1,14.0,Mahesh Manjrekar,Usha Bachani,Sonali Bendre,Nikhil Chinappa
Pyaar Kiya To Darna Kya,1998,162.0,"Action, Comedy, Drama",6.7,4.0,Sohail Khan,Salman Khan,Kajol,Arbaaz Khan
Pyaar Kiya To Darna Kya,1963,131.0,"Comedy, Drama, Musical",7.0,37.0,Ranga B.S.,Prithviraj Kapoor,Shammi Kapoor,Saroja Devi B.
Pyaar Koi Khel Nahin,1999,165.0,"Drama, Romance, Thriller",3.3,371.0,Subhash Sehgal,Sunny Deol,Mahima Chaudhry,Apoorva Agnihotri
Pyaar Mein Kabhi Kabhi...,1999,131.0,"Comedy, Drama, Musical",4.4,169.0,Raj Kaushal,Dino Morea,Rinke Khanna,Priya Ahluwalia
Pyaar Mein Sauda Nahin,1982,131.0,"Drama, Romance",6.0,25.0,Santosh Saroj,Rakesh Bedi,Kader Khan,Raj Kiran
Pyaar Mein Twist,2005,123.0,"Comedy, Drama, Musical",6.1,185.0,Hriday Shetty,Rishi Kapoor,Dimple Kapadia,Vikas Bhalla
Pyaar Mohabbat,1988,131.0,"Drama, Romance",3.6,19.0,Ajay Kashyap,Rakhee Gulzar,Govinda,Mandakini
Pyaar Se from Kolkata - Pari,2019,49.0,Drama,4.8,5.0,Sanjoy,Debapriyo Bagchi,Jinia Pande,Pran
Pyaar to Hona Hi Tha,1998,156.0,"Comedy, Drama, Romance",6.7,2.0,Anees Bazmee,Ajay Devgn,Kajol,Bijay Anand
Pyaar Tune Kya Kiya...,2001,123.0,"Drama, Romance, Thriller",5.7,807.0,Rajat Mukherjee,Fardeen Khan,Ravi Baswani,Kannu Gill
Pyaar Vali Love Story,2014,133.0,Drama,5.9,59.0,Sanjay Jadhav,Sameer Dharmadhikari,Swapnil Joshi,Namrata Kadam
Pyaar Zindagi Hai,2001,157.0,"Drama, Romance, Thriller",6.5,44.0,Vijay Sadanah,Rajesh Khanna,Vikas Kalantri,Ashima Bhalla
Pyaara Dost,1982,131.0,Thriller,4.6,5.0,Imtiaz Khan,Imtiaz Khan,Amjad Khan,Ranjeeta Kaur
Pyaara Dushman,1955,131.0,Drama,6.0,25.0,Master Bhagwan,Paidi Jairaj,Kumkum,Sulochana Latkar
Pyaara Dushman,1980,131.0,Action,4.3,13.0,Anand Sagar,Amjad Khan,Vidya Sinha,Rakesh Roshan
Pyaari Bhabhi,1985,131.0,"Drama, Family",6.0,25.0,K.C. Agarwal,Ibne Bakshi,Master Bhagwan,Uma Dhawan
Pyaas,1982,131.0,Drama,7.2,28.0,O.P. Ralhan,Zeenat Aman,Kamini Kaushal,Manmohan Krishna
Pyaas,1956,131.0,Mystery,6.0,25.0,Bina Rai,Rehman,Rekha,Pran
Pyaasa,1957,146.0,"Drama, Musical, Romance",8.4,5.0,Guru Dutt,Guru Dutt,Waheeda Rehman,Mala Sinha
Pyaasa,2002,137.0,"Drama, Romance",3.3,96.0,Anil Mattoo,A. Muthu,Aftab Shivdasani,Zulfi Sayed
Pyaasa Aashiq,1994,131.0,Thriller,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Pyaasa Dil,1990,131.0,Thriller,6.0,25.0,Kapil Dev,Siddique,Sukumari,Pran
Pyaasa Haiwan,2003,106.0,Horror,5.3,30.0,Kanti Shah,Sapna Sappu,Kanti Shah,Randhir Singh
Pyaasa Nasha,2005,131.0,Thriller,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Pyaasa Sawan,1981,161.0,"Family, Romance",7.4,77.0,Narayana Rao Dasari,Jeetendra,Reena Roy,Vinod Mehra
Pyaase Armaan,2002,131.0,Romance,6.0,25.0,Rajesh,Roopa,Sajani,Shakeela
Pyaase Honth,1985,131.0,Action,6.0,25.0,Charandas Shokh,Rakesh Roshan,Ranjeeta Kaur,Asrani
Pyaase Nain,1954,131.0,Drama,6.0,25.0,Bhudo Advani,Anwari,Gope,Nimmi
Pyaasi,2003,131.0,Horror,6.2,5.0,Kanti Shah,Sapna Sappu,Kanti Shah,Anil Nagrath
Pyaasi Aankhe,2001,131.0,Thriller,6.0,25.0,Maria,Maria,Mohan,Mohan
Pyaasi Atma,1988,131.0,Horror,6.1,7.0,Ismail Inamdar,A.K. Misra,Amar,Lalita Pawar
Pyaasi Bhootni,2003,131.0,Horror,5.9,9.0,Kanti Shah,Amit Pachori,Sapna Sappu,Kanti Shah
Pyaasi Dharti,1965,131.0,Drama,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Pyaasi Mamta,1986,131.0,Drama,6.0,25.0,Chander H. Bahl,Aajesh Rekhi,Upasna Singh,Nirala Thakur
Pyaasi Mohabbat,1992,131.0,Thriller,6.0,25.0,Anuradha,Janardanan,Pramila,Raghu
Pyaasi Nadi,1973,131.0,Thriller,6.0,25.0,K. Shankar,Vikram Makandar,Vani Ganpati,Shahina
Pyaasi Nagin,2004,84.0,Horror,6.0,25.0,Kishan Shah,Karishma,Riya,Vinod Tripathi
Pyaasi Sherni,2004,131.0,Thriller,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Pyaassi Ankhen,1983,131.0,Drama,5.6,10.0,Ram Kelkar,Shabana Azmi,Amol Palekar,Waheeda Rehman
Pyar,1950,131.0,Drama,8.5,23.0,V.M. Vyas,Raj Kapoor,W.M. Khan,Nargis
Pyar,1969,131.0,Romance,6.0,25.0,Prahlad Sharma,Alka,Vereen Bharati,Pandit Natwar
Pyar Bana Afsana,1968,131.0,Romance,6.0,25.0,Agha,Jagdeep,Murad,Achala Sachdev
Pyar Bhara Dil,1991,147.0,"Drama, Romance",6.3,14.0,Chandra Barot,Deepa Barot,Rakesh Bedi,Harish Bhimani
Pyar Bhara Khat,1992,131.0,Romance,6.0,25.0,Ravinder Singh,Ashok Kumar,Rekha,Pran
Pyar Bhari Madhoshiyan,1991,135.0,Horror,6.0,25.0,Vinay Tiwari,Leena Kapoor,Abhinav Paatekar,Rose Laskar
Pyar Deewana Hota Hain,1992,131.0,Romance,6.0,25.0,Anand S. Vardhan,Zaheer Rizvi,Saathi Ganguly,Pankaj Berry
Pyar Do Pyar Lo,1995,131.0,Romance,6.0,25.0,Sunil Kumar,Bharat Bhushan,Biswajit Chatterjee,Jagdeep
Pyar Ektarfa,2019,131.0,Thriller,6.0,25.0,Pratyush Upadhyay,Sara Khan,Aayat Shaikh,Saurabh Shrikant
Pyar Hi Pyar,1969,135.0,Romance,6.9,64.0,Bhappi Sonie,Vyjayanthimala,Dharmendra,Pran
Pyar Ho Gaya,1986,131.0,Romance,3.6,7.0,Girish Manukant,Avinash Wadhawan,Ranjeet Raj,Roobini
Pyar Hua Badnaam,1992,131.0,Romance,6.0,25.0,Vicky Sharma,Ashok Kumar,Rekha,Pran
Pyar Hua Chori Chori,1992,154.0,Romance,6.3,51.0,K. Bapaiah,Jasti Hemambar,Mithun Chakraborty,Gautami
Pyar Hua Dheere Dheere,1993,131.0,Romance,6.0,25.0,Prabha Mishra,Akhlish,Anchana,Ria Kaushal
Pyar Jhukta Nahin,1985,135.0,"Family, Romance",6.3,175.0,Vijay Sadanah,Mithun Chakraborty,Padmini Kolhapure,Danny Denzongpa
Pyar Ka Anubhav,2000,131.0,Thriller,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Pyar Ka Bandhan,1963,131.0,"Drama, Family, Romance",4.6,8.0,Naresh Saigal,Raaj Kumar,Nishi,Kumari Naaz
Pyar Ka Devta,1990,148.0,"Action, Comedy, Drama",3.8,114.0,K. Bapaiah,Mithun Chakraborty,Madhuri Dixit,Bharat Bhushan
Pyar Ka Jigar,2003,131.0,Romance,6.0,25.0,Giri Babu,Venu Madhav,Duvvasi Mohan,Pran
Pyar Ka Josh,1976,131.0,Romance,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Pyar Ka Karz,1990,161.0,Drama,6.1,29.0,K. Bapaiah,Dharmendra,Meenakshi Sheshadri,Mithun Chakraborty
Pyar Ka Mandir,1988,148.0,"Drama, Family",6.5,96.0,K. Bapaiah,Mithun Chakraborty,Madhavi,Bharat Bhushan
Pyar Ka Mausam,1969,153.0,"Drama, Musical, Romance",6.8,107.0,Nasir Hussain,Asha Parekh,Shashi Kapoor,Bharat Bhushan
Pyar Ka Maza,1992,131.0,Thriller,6.0,25.0,Abhilasha,Salina Mathu,Saku Raman,Pran
Pyar Ka Nasha,2001,131.0,Thriller,6.0,25.0,U.C. Roshan,Ashok Kumar,Rekha,Pran
Pyar Ka Rog,1994,131.0,"Comedy, Drama, Romance",4.0,14.0,Akashdeep,Ravi Behl,Sheeba,Bindu
Pyar Ka Sapna,1969,147.0,"Comedy, Drama, Family",6.2,20.0,Hrishikesh Mukherjee,Ashok Kumar,Biswajit Chatterjee,Mala Sinha
Pyar Ka Saudagar,1991,136.0,Romance,4.4,8.0,Kalidas,Aasif Sheikh,Moon Moon Sen,Mandakini
Pyar Ka Sawan,1991,131.0,Romance,6.0,25.0,Kumud Bole,Arun Govil,Pradeep Kumar,Debashree Roy
Pyar Ka Tarang,2000,97.0,Thriller,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Pyar Ka Tohfa,1992,131.0,Thriller,6.0,25.0,Poonam Dasgupta,Harish,Disco Shanti,Pran
Pyar Karenge Pal Pal,1996,131.0,Romance,6.0,25.0,Vijay Trivedi,Amit Dhamija,Fazal Khan,Anand Kumar
Pyar Karnewale Kabhi Kam Na Honge,1995,131.0,Romance,6.0,25.0,Punny Sehgal,Sajaan,Rooplata,Rocky
Pyar Ke Do Pal,1986,130.0,"Action, Drama",6.2,50.0,Rajiv Mehra,Bindu,Mithun Chakraborty,Krishan Dhawan
Pyar Ke Jalwe,1989,131.0,Romance,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Pyar Ke Kabil,1987,187.0,"Drama, Family, Romance",5.6,51.0,Anil Ganguly,Rishi Kapoor,Padmini Kolhapure,Asha Sachdev
Pyar Ke Liye Fight,2002,131.0,Action,6.0,25.0,Chandni,Nirmal Pandey,Rami Reddy,Sivamani
Pyar Ke Naam Qurban,1990,134.0,"Action, Drama, Romance",5.6,39.0,Babbar Subhash,Mithun Chakraborty,Dimple Kapadia,Mandakini
Pyar Ke Sapne,2002,131.0,Romance,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Pyar Ki Baazi,1967,131.0,Romance,6.0,25.0,J.S. Keshwani,Jagdeep,Vijaya Choudhury,Moti Sagar
Pyar Ki Baten,1951,131.0,Romance,5.9,10.0,Akhtar Hussein,Nargis,Trilok Kapoor,Neelam
Pyar Ki Bhool,2001,131.0,Thriller,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Pyar Ki Boond,1978,131.0,Romance,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Pyar Ki Cheekh,1991,131.0,Romance,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Pyar Ki Dhun,2002,131.0,"Drama, Romance",2.5,13.0,Samarjit Dasgupta,Milind Soman,Hena,Swati
Pyar Ki Jalan,1993,131.0,Thriller,6.0,25.0,Sunil Kumar Desai,Abhilasha,Anjali Devi,Devraj
Pyar Ki Jeet,1987,146.0,"Comedy, Drama, Musical",7.4,37.0,Saawan Kumar Tak,Shashi Kapoor,Vinod Mehra,Rekha
Pyar Ki Jeet,1962,131.0,Romance,6.0,25.0,Vasant Painter,Mahipal,Indira,Mohan Choti
Pyar Ki Kahani,1971,150.0,"Drama, Romance",6.1,83.0,Ravikant Nagaich,Mala Sinha,Tanuja,Amitabh Bachchan
Pyar Ki Ladai,2003,131.0,Action,6.0,25.0,Jagapathi Babu,Brahmanandam,Kaveri,Pran
Pyar Ki Manzil,1981,131.0,Romance,6.0,25.0,D.S. Azad,Shakti Kapoor,Shashi Kapoor,Shreeram Lagoo
Pyar Ki Masti,1991,131.0,Thriller,6.0,25.0,Anil Khanna,Pratibha,Shakeela,K.V. Shanthi
Pyar Ki Pahli Nazar,1986,131.0,Romance,6.0,25.0,Jagdeep,Ashok Kumar,Rekha,Pran
Pyar Ki Pyaas,2004,131.0,Thriller,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Pyar Ki Pyas,1961,131.0,Drama,5.8,13.0,Mahesh Kaul,Shreekant,Nishi,Manmohan Krishna
Pyar Ki Raat,1998,131.0,Thriller,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Pyar Ki Rahen,1959,131.0,Romance,6.0,25.0,Lekhraj Bhakri,Pradeep Kumar,Anita Guha,Kuldip Kaur
Pyar Ki Rimjhim,1986,131.0,Romance,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Pyar Ki Umang,1998,131.0,Romance,6.0,25.0,Chandni Gupta,Vinay Khatna,Rakesh Pandey,Asha Sharma
Pyar Kiya Hai Pyar Karenge,1986,133.0,"Drama, Romance",3.6,37.0,Vijay Reddy,Anil Kapoor,Padmini Kolhapure,Anita Raj
Pyar Kiye Jaa,1966,129.0,"Comedy, Romance",7.1,176.0,C.V. Sridhar,Kishore Kumar,Shashi Kapoor,Mehmood
Pyar Me Zeero Hu,2020,131.0,"Drama, Family",6.0,25.0,Sunil Varma,Shit Govind Kumar Bandu,Mohammed Fahim,Shit Govind
Pyar Mein Sab Kuch Hota Hai,2004,131.0,Romance,6.0,25.0,Prasun Banerjee,Jaya Mathur,Rekha,Pran
Pyar Mein Thoda Twist,2020,131.0,Drama,6.0,25.0,Partho Ghosh,Mukesh J Bharti,Richa Mukherjee,Rajesh Sharma
Pyar Mohabbat,1966,131.0,"Adventure, Drama, Romance",6.7,29.0,Shankar Mukherjee,Dev Anand,Saira Banu,Prem Nath
Pyar Paap Nahin,1988,131.0,Romance,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Pyar Pyar,1993,131.0,"Action, Drama, Romance",4.6,8.0,Sunil R. Prasad,Beena Banerjee,Kishore Anand Bhanushali,Isha Gupta
Pyar Se Bolo Devaa,2018,112.0,"Drama, Romance",6.0,25.0,Tiger Yd Yadav,Aisha,Devaa,Bablu Rai
Pyar Se Dekho Zara,2013,131.0,Drama,6.0,25.0,Amit Sharma,Ashok Kumar,Rekha,Pran
Pyar To Hona Hi Tha,1981,131.0,Romance,6.0,25.0,Ravi Tandon,Tina Ambani,Preeti Ganguli,Dinesh Hingoo
Pyara Sangam,1994,131.0,Romance,6.0,25.0,Ramnath Roy,Birbal,Ranjana Bist,Ravi Chouhan
Pyara Tarana,1982,131.0,"Musical, Romance",7.4,16.0,K. Balachander,Asrani,Kamal Haasan,Shafi Inamdar
Pyara Watan,1943,131.0,Drama,6.0,25.0,Alaknanda,Ashok Kumar,Rekha,Pran
Pyare Mohan,2006,130.0,"Action, Comedy, Crime",3.3,827.0,Ravinddra Khare,Indra Kumar,Fardeen Khan,Vivek Oberoi
Pyari Behna,1985,136.0,"Action, Comedy, Drama",6.8,70.0,Bapu,Mithun Chakraborty,Padmini Kolhapure,Tanvi Azmi
Pyari Dulhaniya,1989,131.0,Drama,6.0,25.0,Raj N. Sippy,Arun Govil,Meera Madhuri,Pran
Pyas,1941,131.0,Drama,6.0,25.0,Ram Daryani,Ashok Kumar,Rekha,Pran
Pyas Bujhti Nahin,1992,131.0,Thriller,6.0,25.0,Aiyappan,Disco Shanti,Silk Smitha,Pran
Pyasa Darinda,1990,131.0,Horror,4.9,8.0,Kapil Dev,Kapil Karzan,Baby Vijaya,Pran
Pyasa Jism,2003,131.0,Thriller,6.0,25.0,Amit Dhamija,Ferozeh,Shakti Kapoor,Sohail Khan
Pyasa Shaitan,1984,100.0,Horror,5.0,54.0,Joginder Shelly,Kamal Haasan,Joginder Shelly,Madhu Malhotra
Pyasa Yauvan,1993,131.0,Thriller,6.0,25.0,Harish,Sadhana,Disco Shanti,Pran
Pyase Nain,1989,131.0,Drama,6.0,25.0,Kidar Nath Sharma,Kanan Kaushal,Yuvraj,Gajanan Jagirdar
Pyase Rishte,1981,131.0,Romance,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Pyasi Apsara,1991,106.0,Thriller,6.0,25.0,Kapil Dev,Kapil Karzan,Jaya Madhuri,Ravi Menon
Pyasi Atma,1998,131.0,Horror,4.7,9.0,P. Chandrakumar,Dolly Bindra,Brahmachari,Mithun Chakraborty
Pyasi Aurat,1990,131.0,Romance,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Pyasi Baahon Mein,1990,131.0,Thriller,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Pyasi Bhabhi,2005,131.0,Thriller,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Pyasi Chandni,2002,131.0,Thriller,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Pyasi Chudail,1998,131.0,Horror,3.5,6.0,Kasthuri,Ravi,Radha Ravi,Pran
Pyasi Dilruba,1991,131.0,Thriller,6.0,25.0,K. Madhavan,Babita Kapoor,Poornima,Raghu
Pyasi Dulhan,1990,131.0,Thriller,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Pyasi Hasina,2004,131.0,Horror,6.0,25.0,Shakeela,Ashok Kumar,Rekha,Pran
Pyasi Maina,2003,131.0,Thriller,6.0,25.0,Uma Maheshwari,Ashok Kumar,Rekha,Pran
Pyasi Meri Nigahen,1990,131.0,Thriller,6.0,25.0,Anuradha,Shiva,Silk Smitha,Swapna
Pyasi Nigahen,1990,127.0,Thriller,6.0,25.0,Birbal,Sahila Chaddha,Ajinkya Deo,Annu Kapoor
Pyasi Padosan,1999,131.0,Thriller,6.0,25.0,Aswani,Mala,Satish,Pran
Pyasi Patni,1992,131.0,Thriller,6.0,25.0,Jayalalitha,Uma Maheshwari,Nisha,Ravi Verma
Pyasi Sham,1969,131.0,"Drama, Romance, Thriller",6.9,23.0,Amar Kumar,Sunil Dutt,Feroz Khan,Sharmila Tagore
Pyasi Tasveer,2002,131.0,Thriller,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Q,2017,96.0,"Drama, Thriller",6.0,29.0,Sanjeev Gupta,Heeba Shah,Ashwin Shukla,Pran
Qaatil Husn Ka,1991,131.0,Thriller,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Qaboot E Pawardigaar,1978,131.0,Drama,6.0,25.0,Jayant Desai,Ashok Kumar,Rekha,Pran
Qafir Jawaani,1989,131.0,Thriller,6.0,25.0,Chandrika,Ashok Kumar,Rekha,Pran
Qahar,1997,131.0,"Action, Crime, Drama",3.8,160.0,Rajkumar Kohli,Sunny Deol,Sunil Shetty,Arman Kohli
Qaid,1975,130.0,"Drama, Romance, Thriller",5.7,15.0,Atma Ram,Vinod Khanna,Leena Chandavarkar,Jayshree T.
Qaid Mein Hai Bulbul,1992,131.0,"Drama, Romance",2.8,35.0,Ravindra Peepat,Rana Jung Bahadur,Bhagyashree,Sudha Chandran
Qaidi,1940,131.0,Drama,6.0,25.0,S.F. Hasnain,Nandrekar,Mehtab,Ramola
Qaidi,1957,131.0,Action,6.0,25.0,Mohammed Hussain,Suresh,Padmini,Ragini
Qaidi,1984,110.0,"Action, Drama",6.1,30.0,S.S. Ravichandra,Asrani,Urmila Bhatt,Bharat Bhushan
Qaidi No. 911,1959,131.0,"Action, Crime",6.0,25.0,Aspi Irani,Sheikh Mukhtar,Nanda,Mehmood
Qala,2021,131.0,"Drama, Horror, Thriller",6.0,25.0,Anvita Dutt,Swastika Mukherjee,Tripti Dimri,Babil Khan
Qarib Qarib Single,2017,125.0,"Comedy, Romance",7.1,7.0,Tanuja Chandra,Irrfan Khan,Parvathy Thiruvothu,Neha Dhupia
Qasam Se Qasam Se,2012,145.0,Romance,4.0,18.0,Ashfaq Makrani,Faith,Farhan,Satish Kaushik
Qasoor Kiska,1988,131.0,Drama,6.0,25.0,Arun Kumar,Manohar,Meena,Pran
Qatal E Aam,2005,131.0,Action,2.9,7.0,Sanjay Sharma,Ishrat Ali,Laxmikant Berde,Mithun Chakraborty
Qatil,1988,135.0,"Crime, Drama, Mystery",6.0,25.0,Ashok Gaekwad,Aditya Pancholi,Sangeeta Bijlani,Shakti Kapoor
Qatil,1960,131.0,"Action, Adventure",6.0,25.0,Mohammed Hussain,Prem Nath,Chitra,Shyam Kumar
Qatil,1944,131.0,Drama,6.0,25.0,Shanti Kumar,Eddie Billimoria,Badri Prasad,Pran
Qatil,1970,131.0,Drama,6.0,25.0,K. Mullick,Ashok Kumar,Rekha,Pran
Qatil Aur Aashiq,1986,131.0,"Action, Crime, Drama",6.0,25.0,Swaroop Kumar,Shoma Anand,Vijayendra Ghatge,Kalpana Iyer
Qatil Chandalini,1998,101.0,Horror,6.0,25.0,Rajan Lyallpuri,Sudhir Dalvi,Imtiaz Khan,Parveen Khan
Qatil Chudail,2001,96.0,Horror,5.2,5.0,Kanti Shah,Anil Nagrath,Jhony Nirmal,Amit Pachori
Qatil Dilruba,1989,69.0,Drama,6.0,25.0,Mohan Gandhi,Baskaran,Salim Bava,Pratap Chandra
Qatil Haseeno Ka,2001,113.0,Crime,3.1,7.0,K. Shivram,Arya,Rana Jung Bahadur,Aparna Bera
Qatil Jawani,1990,131.0,"Crime, Drama, Thriller",6.0,25.0,Mohan,I.V. Sasi,Babloo,Hari
Qatil Nigahen,1999,131.0,Mystery,6.0,25.0,Kumar Anand,Zahid Ali,Isha Gupta,Jugraj
Qatil Nighahen,1991,131.0,Horror,6.0,25.0,Silk Smitha,Ashok Kumar,Rekha,Pran
Qatilon Ka Qatil,2004,131.0,Action,4.2,6.0,Chitra Shenoy,Darshan Thoogudeep,Rekha,Pran
Qatl,1986,141.0,"Mystery, Thriller",7.0,202.0,R.K. Nayyar,Sanjeev Kumar,Ranjeeta Kaur,Shatrughan Sinha
Qatl-e-Aam,1935,131.0,Drama,6.0,25.0,Arolkar,Rele,Gangoobai,Pran
Qawwali Ki Raat,1964,131.0,Musical,6.1,8.0,Durgesh Kumar,P.L. Santoshi,Mumtaz,Kamaljit Singh
Qayamat,1983,139.0,"Action, Crime, Drama",6.0,62.0,Raj N. Sippy,Dharmendra,Smita Patil,Jaya Prada
Qayamat Hi Qayamat,2012,131.0,"Action, Drama",6.0,25.0,Vicky Ranawat,Prem Chopra,Zakir Hussain,Puneet Issar
Qayamat Ki Raat,1990,131.0,Horror,4.6,10.0,G.T.B. Harvey,Pappu Verma,Goga Kapoor,Shakti Kapoor
Qayamat Ki Zindagi,1995,131.0,Action,6.0,25.0,Vishwa Naidu,Ashok Kumar,Rekha,Pran
Qayamat Se Qayamat Tak,1988,162.0,"Drama, Musical, Romance",7.5,10.0,Mansoor Khan,Aamir Khan,Juhi Chawla,Goga Kapoor
Qayamat: City Under Threat,2003,180.0,"Action, Drama, Romance",4.7,2.0,Harry Baweja,Ajay Devgn,Sunil Shetty,Sanjay Kapoor
Qazzak Ki Ladki,1937,131.0,Drama,6.0,25.0,K. Sardar,Bibbo,Dattu,Iftekhar
Qeemat,1956,131.0,Drama,6.0,25.0,Abhi Bhattacharya,Jabeen Jalil,Chaman Puri,Madan Puri
Qila,1998,133.0,"Drama, Family, Music",5.1,109.0,Umesh Mehra,Dilip Kumar,Mukul Dev,Rekha
Quartet 1,2012,104.0,Drama,6.0,25.0,Buddhadev Dasgupta,Bobby Chakraborty,Pradip Roy,Jaya Seal
Queen,2013,146.0,"Adventure, Comedy, Drama",8.2,61.0,Vikas Bahl,Kangana Ranaut,Rajkummar Rao,Lisa Haydon
Queen of Khajuraho,2001,131.0,Thriller,6.0,25.0,Papu Bahruz,Aman Sagar,Kirti Shetty,Sohail Khan
Queen of Sajjangarh,2021,131.0,Horror,5.9,20.0,Mahaveer Shringi,Vaibhav Chauhan,Rajesh Dubeay,Abhijeet Ghadge
Queens! Destiny of Dance,2011,112.0,"Drama, Musical",5.4,10.0,David Atkins,Seema Biswas,Vineeth,Pran
Quick Gun Murugun: Misadventures of an Indian Cowboy,2009,97.0,"Action, Comedy, Drama",5.8,802.0,Shashanka Ghosh,Rajendra Prasad,Rambha,Anu Menon
Qurbani,1980,157.0,"Action, Crime, Drama",7.0,823.0,Feroz Khan,Feroz Khan,Vinod Khanna,Zeenat Aman
Qurbani Rang Layegi,1991,131.0,"Drama, Family",5.5,32.0,Raj N. Sippy,Sanjay Dutt,Poonam Dhillon,Padmini Kolhapure
Qurbani: The Sacrifice,2001,131.0,Action,6.0,25.0,Manya,Shivaji,Rekha,Pran
Qurbaniyaan,2000,131.0,Action,3.2,5.0,T.L.V. Prasad,Mithun Chakraborty,Raza Murad,Paintal
Qurbat,2017,110.0,Crime,6.0,25.0,Amit Ramesh Rughani,Chetan Daiya,Khushbu Jani,Shivam Jingar
R... Rajkumar,2013,146.0,"Action, Comedy, Romance",5.2,5.0,Prabhu Deva,Shahid Kapoor,Sonakshi Sinha,Sonu Sood
Ra.One,2011,156.0,"Action, Adventure, Sci-Fi",4.7,39.0,Anubhav Sinha,Shah Rukh Khan,Arjun Rampal,Kareena Kapoor
Raabta,2017,147.0,"Action, Drama, Fantasy",5.1,6.0,Dinesh Vijan,Deepika Padukone,Sushant Singh Rajput,Rajkummar Rao
Raadha Aur Seeta,1979,109.0,"Drama, Family",5.4,7.0,Vijay Kapoor,Rajendranath Malhotra,Madan Puri,Leela Mishra
Raag,2021,131.0,Drama,6.0,25.0,Arvind Tripathi,Rakesh Bedi,Sudha Chandran,Milind Gunaji
Raag Desh,2017,135.0,"Action, Drama, History",8.1,376.0,Tigmanshu Dhulia,Kunal Kapoor,Amit Sadh,Mohit Marwah
Raag Prayaag,2017,60.0,Documentary,6.0,25.0,Nandan Kudhyadi,Ajoy Chakrabarti,Satyasheel Deshpande,Mahesh Elkunchwar
Raag Rang,1952,131.0,Romance,6.0,25.0,Digvijay,Ashok Kumar,Geeta Bali,Madan Puri
Raagini,1958,128.0,"Drama, Family",6.5,10.0,Rakhan,Ashok Kumar,Kishore Kumar,Padmini
Raahee,1987,131.0,"Action, Crime, Drama",5.5,15.0,Raman Kumar,Sanjeev Kumar,Shatrughan Sinha,Smita Patil
Raahgir,2019,85.0,Drama,7.4,27.0,Goutam Ghose,Adil Hussain,Tillotama Shome,Neeraj Kabi
Raaj Dulara,1987,131.0,Comedy,6.0,25.0,Nayan Bhatt,C.S. Dubey,Chetan Hansraj,Yasmin Khan
Raaj Tilak,1984,131.0,"Action, Drama",5.9,120.0,Rajkumar Kohli,Dharmendra,Hema Malini,Kamal Haasan
